Driver,Event,PredictedCategory,TrueCategory,Bad at both_probability,Good at both_probability,Good in corners_probability,Good in straights_probability
RUS,British Grand Prix,Good in corners,Good in corners,0.00012001868029118626,0.0022539598210746517,0.9975631523439576,6.286915467664608e-05
OCO,British Grand Prix,Good in corners,Good in corners,0.17701669550630947,0.009032175021075497,0.812729331556091,0.0012217979165241202
HAM,British Grand Prix,Good in corners,Good in corners,0.012393563416890664,0.06694129116732499,0.9119635885375822,0.008701556878202104
PIA,British Grand Prix,Good at both,Good at both,1.4409019479762042e-05,0.9949033470067274,5.377645304250461e-05,0.0050284675207502615
STR,British Grand Prix,Good in corners,Good at both,0.07205286119714754,0.19579138622680678,0.6771861975940636,0.05496955498198184
SAI,British Grand Prix,Good at both,Good at both,7.789204260851077e-07,0.9987791049258877,0.0006348308148674128,0.0005852853388189502
HUL,British Grand Prix,Bad at both,Bad at both,0.6708865864527047,0.02008207518588164,0.03784456085328203,0.27118677750813147
PIA,British Grand Prix,Good at both,Good in straights,0.02345522585243047,0.5485134427109992,0.0034267158606972824,0.4246046155758733
SAI,British Grand Prix,Bad at both,Bad at both,0.9156836921838735,0.01814428546918078,0.03472528458568864,0.03144673776125693
RUS,British Grand Prix,Good in corners,Good in corners,0.005428529334156303,0.0050707583768287885,0.9891662132807315,0.0003344990082833559
GAS,British Grand Prix,Bad at both,Bad at both,0.9873098740334201,0.0007008035726144849,0.0001668688938478356,0.011822453500117604
PIA,British Grand Prix,Good at both,Good at both,7.718763907153735e-06,0.9958631078201774,0.004035309778670239,9.38636372450373e-05
OCO,British Grand Prix,Bad at both,Bad at both,0.8222685579102975,0.0014186366509943784,0.17603223496887607,0.00028057046983212433
HAM,British Grand Prix,Good at both,Good at both,0.15585670051279837,0.29958102280252635,0.33135283671259513,0.21320943997208008
HUL,British Grand Prix,Bad at both,Bad at both,0.7067160751367357,0.09508239640855702,0.07219477303625624,0.1260067554184507
VER,British Grand Prix,Bad at both,Bad at both,0.5880833551166535,0.03244773977248264,0.3666496805755269,0.012819224535337062
PIA,British Grand Prix,Good in straights,Good in straights,0.018752658653509308,0.0861343537631039,0.005179865943249109,0.8899331216401376
ALO,British Grand Prix,Bad at both,Bad at both,0.9922452649003439,0.003243303739716095,0.0009254917244366963,0.0035859396355034513
OCO,British Grand Prix,Good at both,Good at both,0.033650034641019025,0.7830169212551574,0.16484082625897015,0.018492217844853283
VER,British Grand Prix,Good in corners,Good in corners,0.025406734076232364,0.0789896247614634,0.8539384313328562,0.04166520982944805
BEA,British Grand Prix,Good in straights,Good in straights,9.634634822132327e-05,0.002038199191849012,0.00017602388662378769,0.9976894305733061
VER,British Grand Prix,Bad at both,Bad at both,0.6370899145423857,0.03227733891708595,0.006666652074116221,0.32396609446641206
RUS,British Grand Prix,Good at both,Good at both,7.80126278434204e-07,0.9987280308962884,0.0006009933677672889,0.0006701956096661404
ALB,British Grand Prix,Good at both,Good at both,3.039574567044942e-06,0.9973766778274966,0.002278295780186628,0.0003419868177495967
HAM,British Grand Prix,Bad at both,Good at both,0.1811715651145565,0.14456648396993346,0.32726086072941146,0.3470010901860986
GAS,British Grand Prix,Good in corners,Good in corners,0.001461809137699852,0.001840521380639691,0.9965629142386713,0.00013475524298948958
HAD,British Grand Prix,Good in corners,Good in corners,0.0022142180690246276,0.00022499547233654598,0.9974948057471696,6.598071146914547e-05
STR,British Grand Prix,Good in corners,Good in corners,0.10181479086842311,0.01901667928380391,0.8639371317947523,0.015231398053020682
ALB,Belgian Grand Prix,Bad at both,Bad at both,0.9999996554306404,3.3333355007174616e-08,9.344531673812742e-08,2.1779068799345585e-07
VER,Belgian Grand Prix,Good in straights,Good in straights,0.002248265175407919,0.23551175782197292,0.0006215386072851371,0.7616184383953339
OCO,Belgian Grand Prix,Bad at both,Bad at both,0.9999998164247882,3.3333340529944946e-08,5.0121297814999466e-08,1.0012057371362727e-07
HAD,Belgian Grand Prix,Good in corners,Good in corners,0.042886016516315226,0.010442849047818994,0.9433925664808631,0.003278567955002659
HAM,Belgian Grand Prix,Good at both,Good at both,0.013572071067625112,0.9535163133148511,0.026524224083858686,0.006387391533665136
PIA,Belgian Grand Prix,Good in corners,Good in corners,0.024961145661121988,0.005129909234058076,0.9694201362635387,0.0004888088412809815
PIA,Belgian Grand Prix,Good in straights,Good in straights,0.005790167984568146,0.0007285625141057922,0.0002022602469795299,0.9932790092543465
STR,Belgian Grand Prix,Bad at both,Bad at both,0.3752060757014293,0.13356413564725422,0.16601021863757473,0.3252195700137415
BEA,Belgian Grand Prix,Bad at both,Bad at both,0.9999987054300499,3.333374179156971e-08,1.1323506750415955e-06,1.2888553330334477e-07
LEC,Belgian Grand Prix,Good at both,Good at both,0.001992206782074493,0.9978073496644785,0.00015416074663977347,4.6282806807100073e-05
LEC,Belgian Grand Prix,Good in straights,Good in straights,0.008270878334824103,0.05044097996963203,0.0012904937507008964,0.939997647944843
ANT,Belgian Grand Prix,Bad at both,Bad at both,0.9999449555665726,3.430368054173468e-08,4.5219097096664844e-05,9.791032650086305e-06
VER,Belgian Grand Prix,Good in corners,Good in corners,0.1297689479670927,0.011125432345969898,0.8561700256888145,0.00293559399812308
PIA,Belgian Grand Prix,Good at both,Good at both,0.00807337644027303,0.9834343749256665,0.007210939503782633,0.0012813091302777168
BOR,Belgian Grand Prix,Good in corners,Good in corners,0.05217004075819116,0.026338040154410002,0.9178520421054459,0.003639876981953055
GAS,Belgian Grand Prix,Good at both,Good at both,0.001507831250366242,0.9949117522766818,0.00016362116732396433,0.0034167953056279785
HAD,Belgian Grand Prix,Bad at both,Bad at both,0.999970471617985,3.361862500108924e-08,2.9304449949202926e-05,1.9031344094081784e-07
RUS,Belgian Grand Prix,Good at both,Good at both,0.00045545954262005204,0.9995196640813545,1.4489062983901724e-05,1.0387313041722824e-05
LEC,Belgian Grand Prix,Good at both,Good at both,0.0007445224119790194,0.8825811706083149,9.553894723139103e-05,0.11657876803247483
HAM,Belgian Grand Prix,Good at both,Good at both,0.009067388561168389,0.9831322977427136,0.001222047644387954,0.0065782660517300275
GAS,Belgian Grand Prix,Good at both,Good at both,0.0008187642916670628,0.999077263411501,3.868557210686831e-05,6.528672472478078e-05
LEC,Belgian Grand Prix,Good at both,Good at both,0.0017662676883392812,0.9978273348412465,0.0003170759549055212,8.932151550879802e-05
GAS,Belgian Grand Prix,Good at both,Good in straights,0.003773330795612006,0.7589919926575108,0.0005326658236130909,0.23670201072326372
RUS,Belgian Grand Prix,Good at both,Good at both,3.8447470380931665e-08,0.9999783719292393,8.887439688651773e-08,2.150074889340378e-05
NOR,Belgian Grand Prix,Good in straights,Good in straights,0.0051349486472107774,0.00024977713805135633,0.0002729670546078086,0.9943423071601302
COL,Belgian Grand Prix,Good at both,Good in straights,0.0006397483608923228,0.5300552908597281,8.134307148831941e-05,0.4692236177078911
ALB,Belgian Grand Prix,Good at both,Good at both,0.16892299807780212,0.5029446204408191,0.23718671329811264,0.09094566818326603
PIA,Belgian Grand Prix,Bad at both,Bad at both,0.3694490964515759,0.05587111682544825,0.30075773207805506,0.27392205464492086
LEC,Belgian Grand Prix,Bad at both,Bad at both,0.999997091972565,3.3335905953798606e-08,5.000802162813839e-08,2.8246835076332798e-06
BOR,Belgian Grand Prix,Bad at both,Bad at both,0.5216064207590259,0.043219797566420824,0.04629185240514749,0.38888192926940585
LAW,Belgian Grand Prix,Good in corners,Good in corners,0.15793572045885806,0.006984263033970239,0.8346736260960138,0.0004063904111578999
LAW,Belgian Grand Prix,Bad at both,Bad at both,0.6746406558374017,0.007049186569444402,0.006037072855476238,0.3122730847376774
TSU,Belgian Grand Prix,Bad at both,Bad at both,0.6161748503033668,0.01412909386041055,0.3649762687335025,0.00471978710272022
ALB,Belgian Grand Prix,Good at both,Good at both,2.4778290047343403e-07,0.9999842734885795,1.4450391210914623e-05,1.02833730911586e-06
LAW,Belgian Grand Prix,Good at both,Good at both,0.04578171392579849,0.8141848964914334,0.0948534270831056,0.045179962499662586
OCO,Belgian Grand Prix,Bad at both,Bad at both,0.9999998020053132,3.333334004929531e-08,9.712577682045391e-08,6.75355697007437e-08
HAD,Belgian Grand Prix,Bad at both,Bad at both,0.9999997916943885,3.333333970559746e-08,8.614164014885589e-08,8.883063197281632e-08
HAD,Belgian Grand Prix,Good in corners,Good in corners,0.0327126258240766,0.005587507917479715,0.961452253283149,0.00024761297529479656
ALB,Belgian Grand Prix,Good at both,Good at both,0.0018087893931768258,0.9970614667778188,0.00017967724060529884,0.0009500665883990172
VER,Belgian Grand Prix,Good at both,Good at both,0.01315444431542034,0.6685295635405643,0.004603863561568568,0.3137121285824467
NOR,Belgian Grand Prix,Good in straights,Good in straights,0.10927886538276203,0.03596728756364759,0.024731454964274972,0.8300223920893156
PIA,Belgian Grand Prix,Bad at both,Bad at both,0.9979364105942664,1.4279999391197338e-06,0.0020545593269532102,7.602078841430647e-06
HAD,Belgian Grand Prix,Good at both,Good at both,0.0010311683332801934,0.9052983121062685,0.09250913360911034,0.001161385951340859
OCO,Belgian Grand Prix,Bad at both,Bad at both,0.9999998064894408,3.333334061595293e-08,5.217337560318778e-08,1.0800384306466396e-07
LEC,Belgian Grand Prix,Good at both,Good at both,1.2158641565705677e-08,0.9999995523837063,6.299141399428613e-08,3.724662380263619e-07
VER,Belgian Grand Prix,Good at both,Good at both,0.035128002662902794,0.730681818685826,0.1622315150062524,0.07195866364501831
STR,Belgian Grand Prix,Good at both,Good at both,0.0019129769033018136,0.991573280076722,0.00017853873274453907,0.006335204287231828
ALO,Belgian Grand Prix,Bad at both,Bad at both,0.9999998047725706,3.333334014153733e-08,5.71438703130874e-08,1.047502189782007e-07
VER,Belgian Grand Prix,Bad at both,Bad at both,0.9999990822871333,3.3333551285495166e-08,6.6818024871244e-07,2.1619906676313684e-07
VER,Belgian Grand Prix,Bad at both,Bad at both,0.999430743895882,1.893894830829543e-07,0.0005610755493085933,7.991165326213203e-06
RUS,Belgian Grand Prix,Good at both,Good at both,0.00023546507891381745,0.9609909074747235,2.7370032138186007e-05,0.038746257414224335
GAS,Belgian Grand Prix,Good at both,Good at both,2.4163164567431182e-08,0.999997651784009,7.624064458477731e-08,2.247812181887617e-06
LAW,Belgian Grand Prix,Bad at both,Bad at both,0.9999998139137981,3.333334044624521e-08,5.142671890657578e-08,1.0132614236863201e-07
LAW,Belgian Grand Prix,Bad at both,Bad at both,0.4860810484336765,0.09900830377251686,0.25734801229132326,0.1575626355024838
TSU,Belgian Grand Prix,Bad at both,Bad at both,0.9999967600782907,3.333819801977261e-08,2.419324702400526e-06,7.872588087473254e-07
STR,Belgian Grand Prix,Bad at both,Bad at both,0.9999998156346684,3.3333340503607595e-08,9.998920341835319e-08,5.104278761862527e-08
LAW,Belgian Grand Prix,Bad at both,Bad at both,0.9999925038398215,3.33494932051054e-08,6.491724524958541e-06,9.710861602341645e-07
NOR,Belgian Grand Prix,Good at both,Good at both,0.02233537181346211,0.7274515250573496,0.008372241331911646,0.2418408617972771
HAM,Belgian Grand Prix,Bad at both,Bad at both,0.5640783559509093,0.08625101617709607,0.28753240617568737,0.06213822169630745
LAW,Belgian Grand Prix,Good in corners,Good in corners,0.006095628839956316,0.00267921622172785,0.9910623766128276,0.00016277832548800187
OCO,Belgian Grand Prix,Bad at both,Bad at both,0.7901705738157897,0.005747805431759384,0.19536800660707623,0.00871361414537471
LAW,Belgian Grand Prix,Good at both,Good at both,0.03900375351354082,0.834849925906605,0.10230390681676028,0.02384241376309383
LAW,Belgian Grand Prix,Good in straights,Good in straights,0.3571177595787561,0.06846674411456363,0.012233916474729179,0.5621815798319509
ALO,Belgian Grand Prix,Bad at both,Bad at both,0.9999998148484761,3.333334047740117e-08,5.093057158427992e-08,1.0088761182768342e-07
GAS,Belgian Grand Prix,Good at both,Good at both,0.00010311745944045891,0.9865892163648183,8.626984535679559e-05,0.01322139633038451
ALB,Belgian Grand Prix,Good at both,Good at both,0.0007430690671761481,0.996614294537532,0.002578015363913326,6.462103137848445e-05
LEC,Belgian Grand Prix,Good in straights,Good in straights,0.008041283971436167,0.04529667264023566,0.004765625494917498,0.9418964178934105
HAM,Belgian Grand Prix,Good in corners,Good in corners,0.18907054305008586,0.1461041303025437,0.5914558269017093,0.07336949974566116
HAD,Belgian Grand Prix,Good in corners,Good in corners,0.20735581775071674,0.0017040699962257606,0.7907249929270677,0.00021511932598986395
OCO,Belgian Grand Prix,Bad at both,Bad at both,0.9999997345325274,3.333334857237504e-08,9.578004138959626e-08,1.3635408258962714e-07
RUS,Belgian Grand Prix,Good at both,Good at both,2.534831782988079e-07,0.9994998867078376,6.229239093010776e-07,0.0004992368850745883
NOR,Belgian Grand Prix,Good at both,Good at both,0.0009285113203287764,0.9990019347083041,4.421176640706151e-05,2.5342204959898204e-05
LEC,Belgian Grand Prix,Good at both,Good in corners,0.08034911375020089,0.49757334006304266,0.3825595556692482,0.03951799051750816
BOR,Belgian Grand Prix,Bad at both,Bad at both,0.9999998125707023,3.333334048871377e-08,5.24510925018877e-08,1.0164486488439167e-07
VER,Belgian Grand Prix,Good in straights,Good in straights,0.10757820988759231,0.12408570428741363,0.03158735828536499,0.7367487275396292
LAW,Belgian Grand Prix,Bad at both,Bad at both,0.9999486304823513,2.0613991179568225e-07,3.976989787628443e-05,1.1393479860749776e-05
HAD,Belgian Grand Prix,Good in corners,Good in corners,0.022138046053741884,0.004815287720006485,0.9709425777132574,0.002104088512993977
SAI,Belgian Grand Prix,Bad at both,Bad at both,0.9999996010581524,3.3333386391130806e-08,2.3832079147940187e-07,1.2728766985015187e-07
COL,Belgian Grand Prix,Good at both,Good at both,0.03629151383215853,0.7444591715273463,0.010520324869852255,0.20872898977064297
NOR,Belgian Grand Prix,Good at both,Good at both,0.0064652780105938145,0.990796119917819,0.0018258996643983237,0.0009127024071887066
HUL,Belgian Grand Prix,Good in corners,Good in corners,0.045852215285031105,0.17715465405277733,0.7446178135726105,0.03237531708958099
OCO,Belgian Grand Prix,Bad at both,Bad at both,0.9999994322974444,3.3333410909812405e-08,2.1967643253692648e-07,3.1469271211102787e-07
NOR,Belgian Grand Prix,Good at both,Good at both,0.0006807437765141292,0.4861258717744177,0.0001536306927551638,0.5130397537563132
RUS,Belgian Grand Prix,Good at both,Good at both,0.0028974099086771007,0.9965274963201842,0.0002438556279440207,0.00033123814319484045
RUS,Belgian Grand Prix,Good at both,Good at both,2.7853768258735384e-07,0.9997424082120505,3.337157505919668e-07,0.0002569795345163876
PIA,Belgian Grand Prix,Good in straights,Good in straights,1.6207903828087616e-07,2.807224096984163e-07,1.08001653948622e-07,0.999999449196898
GAS,Belgian Grand Prix,Good in straights,Good in straights,0.1437363437656701,0.0911275871379793,0.02371278072361217,0.7414232883727383
VER,Belgian Grand Prix,Good at both,Good at both,0.06366988724737585,0.8038386472749164,0.12018381651506432,0.012307648962643565
STR,Belgian Grand Prix,Good in straights,Bad at both,0.16866315204562854,0.03678287523033492,0.02692857431420159,0.7676253984098349
LEC,Belgian Grand Prix,Good at both,Good at both,0.013345747776480187,0.9657286610354167,0.016440199341621164,0.0044853918464821145
BOR,Belgian Grand Prix,Good in straights,Good in straights,0.1083240732539966,0.022401530956823675,0.002816925289833117,0.8664574704993466
BOR,Belgian Grand Prix,Good in straights,Good in straights,0.31214835551128595,0.07659914861120355,0.0348970039715241,0.5763554919059865
OCO,Belgian Grand Prix,Good at both,Good at both,0.21312385649635102,0.6389310195695035,0.09506637906888381,0.052878744865261666
LEC,Belgian Grand Prix,Good at both,Good at both,0.018030697121048413,0.963786883340744,0.008154206547433176,0.010028212990774306
HAM,Belgian Grand Prix,Good in corners,Good in corners,0.03523376505873537,0.004968458364734413,0.9592813007422607,0.000516475834269843
GAS,Belgian Grand Prix,Good in straights,Good in straights,0.04848971075494278,0.021062170014481376,0.011492536829957337,0.9189555824006185
STR,Belgian Grand Prix,Bad at both,Bad at both,0.999999704651945,3.333334494975968e-08,1.625602551773413e-07,9.945445495732935e-08
OCO,Belgian Grand Prix,Good at both,Good at both,0.0186394036782225,0.7346418836572409,0.007490018754387868,0.23922869391014848
LAW,Belgian Grand Prix,Good in corners,Good in corners,0.0787233663262067,0.35870147574015054,0.5191725661331508,0.04340259180049185
COL,Belgian Grand Prix,Good at both,Good in straights,0.000359772276182803,0.8417301770110833,5.134853659113346e-05,0.15785870217614256
LAW,Belgian Grand Prix,Bad at both,Bad at both,0.43005781832308015,0.08818097641124674,0.26619205352082087,0.21556915174485236
LEC,Belgian Grand Prix,Bad at both,Bad at both,0.9999848226542806,3.340877346842853e-08,5.012089935642966e-08,1.5093816046772134e-05
LAW,Belgian Grand Prix,Good in corners,Good in corners,0.007187180270357805,0.334870325095774,0.6567820601790127,0.0011604344548554134
NOR,Belgian Grand Prix,Bad at both,Bad at both,0.9999867060749538,3.338582401883839e-08,1.240709514278635e-05,8.534440793805668e-07
GAS,Belgian Grand Prix,Bad at both,Bad at both,0.9999998110220402,3.3333340349853175e-08,5.304875123962343e-08,1.0259586820767363e-07
